MOFname,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],functional_groups,metal_linker,organic_linker1,organic_linker2,topology,CO2/N2_selectivity,heat_adsorption_CO2_P0.15bar_T298K [kcal/mol]
mof_unit_pretest_335,3569.3379070000001,1342.5624800000001,2940.1999999999998,0.35589999999999999,0.56979999999999997,OPr-Et,2,17,26,pcu,14.405857060000001,5.7087269999999997
mof_unit_pretest_336,7833.4664159999993,3510.7083200000002,2865.02,0.43217,0.58069999999999999,NH2,3,38,40,fof,19.804941100000001,5.5068580000000003
mof_unit_pretest_337,1519.5135439999999,745.27412000000004,2210.8099999999999,0.34667999999999999,0.42570000000000002,HCO,3,1,18,pcu,15.35455013,5.523739
mof_unit_pretest_338,674.56706299999996,530.34875999999997,0,0.089609999999999995,0.068599999999999994,NO2,2,10,14,pcu,115.835244,8.5929009999999995
mof_unit_pretest_339,1746.3295330000001,1013.90856,0,0.15597,0.1618,NHMe-Et,2,10,29,pcu,82.007722299999998,7.0290809999999997
mof_unit_pretest_340,1676.20244,953.39858000000004,1734.6500000000001,0.24421999999999999,0.2586,HCO-OH,3,16,24,pcu,24.276722920000001,6.7520889999999998
mof_unit_pretest_341,2031.978022,863.54100000000005,2576.3800000000001,0.36814000000000002,0.52170000000000005,Pr,3,1,27,pcu,10.95983346,5.33629
mof_unit_pretest_342,5071.9590850000004,2187.3715200000001,3372.3200000000002,0.39882000000000001,0.55689999999999995,,12,1,4,bcu,13.156268730000001,4.9379929999999996
mof_unit_pretest_343,1649.8491959999999,842.30351999999993,2304.2199999999998,0.29693999999999998,0.3503,Cl-Et,3,13,14,pcu,20.131716300000001,5.5471490000000001
mof_unit_pretest_344,2272.9372320000002,1554.2782400000001,884.64999999999998,0.15647,0.13780000000000001,COOH-OMe,3,11,11,pcu,36.961080840000001,7.0576169999999996
mof_unit_pretest_345,2255.7098070000002,1336.65912,0,0.17668,0.17960000000000001,H-SO3H,9,11,18,sra,77.321206959999998,7.0848589999999998
mof_unit_pretest_346,1499.668005,803.76161999999999,1599.8299999999999,0.21218999999999999,0.2384,Pr,2,16,24,pcu,21.415284079999999,5.9598610000000001
mof_unit_pretest_347,1980.646178,1715.0651800000001,195.53,0.065790000000000001,0.0458,NO2-Me,4,14,22,acs,75.789610409999995,9.1717449999999996
mof_unit_pretest_348,1092.215242,807.23961299999996,518.82000000000005,0.12823999999999999,0.1045,F-OEt,3,5,17,pcu,65.005822190000004,7.62967
mof_unit_pretest_349,5161.6351009999998,1962.3303599999999,3043.8899999999999,0.49197999999999997,0.77929999999999999,HCO-SO3H,3,3,18,pcu,17.407338540000001,5.689235
mof_unit_pretest_350,1132.9943370000001,787.39692000000002,0,0.1113,0.0964,OEt,3,4,9,pcu,38.724206940000002,7.7895369999999993
mof_unit_pretest_351,2170.9872439999999,2269.9220770000002,0,0.04648,0.026800000000000001,F-Cl,9,2,18,sra,17.51864016,9.3122799999999994
mof_unit_pretest_352,4423.6285159999998,2220.44992,2237.0799999999999,0.35159000000000001,0.42180000000000001,SO3H-HCO,1,9,11,pcu,14.686130599999998,5.5101420000000001
mof_unit_pretest_353,2001.8307990000001,791.67139999999995,3190.9499999999998,0.42507,0.64729999999999999,,2,14,27,pcu,16.18323556,5.5010029999999999
mof_unit_pretest_354,3049.2032909999998,2512.8898559999998,479,0.1188099999999999,0.086800000000000002,OMe-NO2,10,43,56,etb,36.906351370000003,6.6485479999999999
mof_unit_pretest_355,1641.2132800000002,783.32056,2515.8600000000001,0.33812999999999999,0.42659999999999998,H-HCO,3,13,22,pcu,10.94185169,5.1250589999999994
mof_unit_pretest_356,1097.396915,657.57427999999993,1415.55,0.19697999999999999,0.19800000000000001,OEt,2,4,24,pcu,20.981612380000001,6.1865930000000002
mof_unit_pretest_357,1931.442374,1007.39828,2036.3199999999999,0.27051999999999998,0.31230000000000002,OH-OMe,3,2,5,pcu,33.879669710000002,5.9129010000000006
mof_unit_pretest_358,2054.0311959999999,1359.1969999999999,1029.53,0.18987999999999999,0.17280000000000001,Br-Ph,2,6,10,pcu,19.085501279999999,5.8577180000000002
mof_unit_pretest_359,1129.8453910000001,693.11036000000001,1642.6600000000001,0.25517000000000001,0.2505,H-OH,3,1,4,pcu,12.96816594,5.2359419999999997
mof_unit_pretest_360,1738.8302060000001,1059.8462,1346.98,0.19599,0.19359999999999999,SO3H,2,10,29,pcu,86.507204000000002,7.6769399999999992
mof_unit_pretest_361,2108.2811499999998,1065.5235600000001,2117.7399999999998,0.28494999999999998,0.33950000000000002,OH-OPr,3,13,18,pcu,15.236774560000001,5.3653950000000004
mof_unit_pretest_362,3954.8018729999999,1720.7832800000001,2653.4099999999999,0.41853999999999991,0.57930000000000004,SO3H-OPr,1,8,10,pcu,16.534042729999999,5.0852300000000001
mof_unit_pretest_363,1546.267797,1282.8351600000001,1165.51,0.20981,0.15229999999999999,I-H,3,10,28,pcu,42.823196119999999,7.2992380000000008
mof_unit_pretest_364,4633.1727700000001,2133.3236000000002,2518.73,0.34669,0.45340000000000003,OH,4,2,23,acs,16.173686570000001,5.9232199999999997
mof_unit_pretest_365,1796.4117859999999,881.87191999999993,1980.5999999999999,0.27965000000000001,0.34310000000000002,Pr-OMe,2,14,26,pcu,22.363061909999999,4.842403
mof_unit_pretest_366,2396.4977389999999,1363.9064000000001,1675.22,0.21881999999999999,0.23150000000000001,Me-SO3H,3,24,28,pcu,33.801763229999999,6.2044969999999999
mof_unit_pretest_367,2127.791964,1496.772093,0,0.092399999999999996,0.079100000000000004,F,9,2,18,sra,456.29864750000002,10.142609999999999
mof_unit_pretest_368,2966.3920990000001,1284.7136,3006.1100000000001,0.32640999999999998,0.45390000000000003,H,9,16,23,sra,40.735371059999999,6.6308149999999992
mof_unit_pretest_369,1065.4942229999999,731.57000000000005,0,0.13041,0.1144,NH2-COOH,2,24,24,pcu,29.460225990000001,5.6543230000000007
mof_unit_pretest_370,1122.9776790000001,737.30024000000003,932.01999999999998,0.15023,0.13780000000000001,NHMe-HCO,3,1,4,pcu,43.768004570000002,7.8303390000000004
mof_unit_pretest_371,1526.9497100000001,1013.64712,1317.72,0.19137999999999999,0.1736,OH-NO2,2,4,18,pcu,28.53345204,6.2077830000000001
mof_unit_pretest_372,938.95948899999996,555.07727999999997,1766.6800000000001,0.24718999999999999,0.25180000000000002,H-OH,3,4,5,pcu,15.219883210000001,5.996048
mof_unit_pretest_373,2076.2219660000001,1313.9947,0,0.11042,0.1051,Me-H,12,9,10,bcu,49.629413399999997,7.3599809999999994
mof_unit_pretest_374,3828.3017759999998,1939.685356,1793.4300000000001,0.35106999999999999,0.4173,HCO-OMe,10,44,54,etb,24.777682380000002,6.2240359999999999
mof_unit_pretest_375,1140.8877239999999,591.11267999999995,2197.9200000000001,0.29749999999999999,0.3458,CN,3,11,14,pcu,11.489366840000001,4.9676390000000001
mof_unit_pretest_376,1159.9650340000001,945.44037500000002,0,0.059150000000000001,0.043700000000000003,F-Et,3,12,22,pcu,32.482053229999998,7.1175420000000003
mof_unit_pretest_377,1123.4831280000001,959.18989999999997,0,0.095430000000000001,0.067299999999999999,I-Et,3,4,22,pcu,48.353538909999997,7.3691810000000002
mof_unit_pretest_378,4112.5275879999999,2219.2015999999999,2202.7600000000002,0.2737,0.3054,NO2,12,4,10,bcu,34.829850469999997,6.1773850000000001
mof_unit_pretest_379,1652.924941,731.20624000000009,3304.4699999999998,0.35727999999999999,0.4864,NO2-Me,3,1,25,pcu,10.738806070000001,4.9255719999999998
mof_unit_pretest_380,3170.9218639999999,1459.163286,3381.3600000000001,0.37356,0.4889,Cl-F,9,18,20,sra,31.900732399999995,6.5246040000000001
mof_unit_pretest_381,2582.07213,915.48131999999998,3499.1399999999999,0.46626999999999991,0.79200000000000004,OH-Ph,3,2,16,pcu,8.4639414649999996,4.7280810000000004
mof_unit_pretest_382,899.11983199999997,631.45264000000009,878.12,0.14843000000000001,0.1273,COOH-NHMe,2,1,10,pcu,49.725484039999998,7.3090089999999996
mof_unit_pretest_383,1474.5713820000001,875.55956600000002,1502.3299999999999,0.21919,0.2223,OH-F,2,10,28,pcu,41.094300830000002,6.8836490000000001
mof_unit_pretest_384,686.83557800000005,501.26623999999998,1138.7,0.19947000000000001,0.1646,NO2,2,10,11,pcu,28.509825320000001,5.9874400000000003
mof_unit_pretest_385,1487.9656220000002,659.50558000000001,3142.5900000000001,0.39579999999999999,0.53779999999999994,HCO,2,14,20,pcu,13.759072,5.4984129999999993
mof_unit_pretest_386,2582.2929899999999,1201.9132199999999,2330.9200000000001,0.29681999999999997,0.38400000000000001,OPr-NHMe,12,11,22,bcu,11.56593475,4.9298000000000002
mof_unit_pretest_387,3856.6259070000001,2925.290438,719.87,0.15359,0.12189999999999999,H-F,4,1,24,acs,40.131822489999998,6.977169
mof_unit_pretest_388,3936.6223049999999,3342.1847200000002,0,0.061269999999999998,0.043499999999999997,OEt-OMe,4,4,11,acs,90.730517629999994,8.8976310000000005
mof_unit_pretest_389,1569.742888,1095.48936,1479.02,0.23929,0.20649999999999999,HCO-I,2,14,17,pcu,29.383081749999999,6.4135879999999998
mof_unit_pretest_390,2479.3247849999998,973.73775999999998,2600.1300000000001,0.32815,0.50319999999999998,Pr-NHMe,3,7,10,pcu,18.16310781,5.9569220000000005
mof_unit_pretest_391,10275.356185000001,3760.3459200000002,3508.0999999999999,0.46693999999999991,0.76839999999999997,NO2,12,2,18,bcu,12.966508579999999,5.0676399999999999
mof_unit_pretest_392,1665.6791900000001,799.36148000000003,2201.4299999999998,0.28628999999999999,0.35930000000000001,OMe,3,1,23,pcu,17.506445379999999,5.2548320000000004
mof_unit_pretest_393,3853.6431020000009,1424.81024,3434.96,0.43201000000000001,0.7036,H,9,7,18,sra,31.90026787,6.0935790000000001
mof_unit_pretest_394,1379.3937860000001,847.85415999999998,820.12,0.1302299999999999,0.12759999999999999,OPr-Me,2,11,16,pcu,29.541227509999999,7.5707380000000004
mof_unit_pretest_395,1588.063989,935.42664000000002,1935.74,0.32285000000000003,0.3301,SO3H,3,1,2,pcu,38.483537799999993,6.8759169999999994
mof_unit_pretest_396,2483.1891139999998,2114.8167800000001,978.54999999999995,0.19897000000000001,0.14069999999999999,I-COOH,3,12,28,pcu,26.401876990000002,6.0132029999999999
mof_unit_pretest_397,2251.2398560000001,1544.5218600000001,1294.1099999999999,0.22997999999999999,0.2019,CN-NO2,4,1,19,acs,37.649268370000001,5.6210170000000002
mof_unit_pretest_398,2007.51657,1713.1767199999999,0,0.06087,0.042999999999999997,Me,4,14,14,acs,74.379007759999993,8.8847320000000014
mof_unit_pretest_399,12272.832356000001,5408.4932319999998,1914.6700000000001,0.47184999999999999,0.64480000000000004,HCO-SO3H,10,54,54,etb,25.710531600000003,5.7929900000000005
mof_unit_pretest_400,3471.7723510000001,1858.20732,2126.71,0.3115699999999999,0.35060000000000002,Br-H,9,18,23,sra,30.753033670000001,6.1197559999999998
mof_unit_pretest_401,1112.1612699999998,907.02922000000001,731.5,0.16113,0.11899999999999999,I-OEt,3,4,12,pcu,19.31548961,6.5546870000000004
mof_unit_pretest_402,2004.3447349999999,846.70529999999997,2667.4899999999998,0.39385999999999999,0.5615,OPr-NO2,2,4,27,pcu,16.482297339999999,5.2013290000000003
mof_unit_pretest_403,4363.4396889999998,2507.4144200000001,1660.01,0.2722,0.2853,HCO-NH2,1,4,14,pcu,18.34765462,5.7800240000000001
mof_unit_pretest_404,3161.4597010000002,1895.6327960000001,1646.72,0.2616699999999999,0.26279999999999998,H-COOH,10,47,54,etb,17.963479960000001,5.4768160000000004
mof_unit_pretest_405,1076.916886,720.05145999999991,1157.1600000000001,0.18862999999999999,0.1699,Cl-HCO,3,4,12,pcu,31.799838609999998,6.7469210000000004
mof_unit_pretest_406,1936.458445,1084.51486,1562.0799999999999,0.27590999999999999,0.29670000000000002,NH2-CN,3,13,16,pcu,13.119636959999999,5.4123570000000001
mof_unit_pretest_407,1943.4831670000001,974.87076000000002,2028.3900000000001,0.29920999999999998,0.35920000000000002,OEt-NO2,2,16,18,pcu,16.034150109999999,5.7012589999999994
mof_unit_pretest_408,3895.2444719999999,3700.4439200000002,0,0.10665999999999989,0.067599999999999993,I-COOH,4,11,14,acs,46.98319438,6.4181350000000004
mof_unit_pretest_409,3430.8024090000004,2096.5449600000002,1256.25,0.2218,0.21859999999999999,NHMe-Br,9,17,23,sra,18.9959892,5.0363150000000001
mof_unit_pretest_410,5323.758613,4869.9204799999998,964.67999999999995,0.20447000000000001,0.1346,OH-I,12,4,4,bcu,21.16278015,5.7802829999999998
mof_unit_pretest_411,1888.0938670000005,1140.4129600000001,0,0.17230999999999999,0.17180000000000001,OH-H,9,11,16,sra,60.089138869999999,6.9290609999999999
mof_unit_pretest_412,3095.4185120000002,1606.8427800000002,2196.6700000000001,0.29693000000000003,0.34449999999999997,HCO-CN,4,13,21,acs,18.605305309999999,5.9799980000000001
mof_unit_pretest_413,1621.8432150000001,1248.33573,720.65999999999997,0.14599000000000001,0.1142,COOH-I,9,4,22,sra,26.494652850000001,6.5750630000000001
mof_unit_pretest_414,2340.568499,1573.30872,0,0.060179999999999997,0.053900000000000003,Et,9,13,13,sra,40.805721290000001,7.9788789999999992
mof_unit_pretest_415,1432.5615009999999,761.40116,1683.6500000000001,0.22474,0.25459999999999999,OEt-Pr,3,4,21,pcu,18.33032738,6.435225
mof_unit_pretest_416,1615.368866,855.74544000000003,1710.6500000000001,0.25058999999999998,0.28489999999999999,COOH,2,22,23,pcu,15.660331279999999,5.5744720000000001
mof_unit_pretest_417,2196.7420219999999,1089.8256799999999,2020.0699999999999,0.33718999999999999,0.4093,H-HCO,2,17,24,pcu,15.199029360000001,5.9165800000000006
mof_unit_pretest_418,1600.5088970000002,1152.52144,0,0.055669999999999997,0.046600000000000003,NHMe,9,5,13,sra,111.05927490000001,8.6373820000000006
mof_unit_pretest_419,1631.853791,1266.4699000000001,0,0.12474,0.096799999999999997,COOH-CN,4,1,5,acs,70.264424869999999,7.6193910000000002
mof_unit_pretest_420,2249.1460010000001,1172.5009599999998,2068.04,0.31695000000000001,0.36609999999999998,H,9,1,17,sra,14.58661558,5.3152559999999998
mof_unit_pretest_421,1440.6294289999998,777.1934,1947.5699999999999,0.30503000000000002,0.34050000000000002,CN-COOH,3,4,21,pcu,15.30385061,5.2970670000000002
mof_unit_pretest_422,2032.3483160000001,1030.6365800000001,2452.48,0.29463,0.34989999999999999,CN-Cl,2,18,22,pcu,12.86653883,5.4969130000000002
mof_unit_pretest_423,2756.615499,1271.928306,2762.77,0.33132,0.43240000000000001,F-OEt,2,12,29,pcu,14.92859878,5.0401790000000002
mof_unit_pretest_424,1955.188594,1496.9841199999998,0,0.091219999999999996,0.0717,H-Me,4,1,1,acs,75.875842309999996,8.1099859999999993
mof_unit_pretest_425,795.97029699999996,620.05636600000003,0,0.12839,0.099299999999999999,F-NO2,3,10,16,pcu,114.39374290000001,7.8396699999999999
mof_unit_pretest_426,1665.2624249999999,1029.29772,1358.97,0.24673,0.2404,NO2-NH2,3,4,6,pcu,16.1980337,5.4708410000000001
mof_unit_pretest_427,8675.6383760000008,6463.3655200000003,1053.3800000000001,0.2051599999999999,0.1658,COOH-Br,1,15,22,pcu,22.407217920000001,6.300967
mof_unit_pretest_428,3416.384951,1669.1434800000002,2361.02,0.33550000000000002,0.41349999999999998,Cl-H,9,7,16,sra,30.448314790000001,5.9296440000000006
mof_unit_pretest_429,7730.9880879999992,4877.83464,1885.71,0.32500000000000001,0.31019999999999998,OH-I,3,38,41,fof,27.073361510000002,5.8464340000000004
mof_unit_pretest_430,1561.685845,1003.7333599999999,1311.3,0.19425999999999999,0.182,OMe-HCO,2,1,17,pcu,36.718730280000003,6.2702400000000003
mof_unit_pretest_431,2465.8310260000003,1701.0455600000005,345.60000000000002,0.089069999999999996,0.077799999999999994,OPr-OH,9,13,16,sra,81.190526430000006,7.4996390000000002
mof_unit_pretest_432,7705.5456709999989,4715.0333600000004,1651.6500000000001,0.30387999999999998,0.29909999999999998,Cl-NO2,3,38,40,fof,29.82491516,5.6430860000000003
mof_unit_pretest_433,1430.6497710000001,1127.4904800000002,651.26999999999998,0.13757,0.1051,SO3H-NO2,3,14,21,pcu,71.523508509999999,7.1392539999999993
mof_unit_pretest_434,1593.67461,1019.24488,1356.03,0.20213,0.1903,HCO-NO2,3,12,17,pcu,53.768275099999997,7.3658970000000004
mof_unit_pretest_435,2333.1146220000001,1039.7477199999998,2419.0999999999999,0.30914999999999998,0.4178,HCO-Et,3,18,22,pcu,11.99038449,5.1895899999999999
mof_unit_pretest_436,1667.485891,766.33640000000003,2593.4400000000001,0.31074000000000002,0.40720000000000001,Me-NO2,3,4,25,pcu,10.650355790000001,5.3409979999999999
mof_unit_pretest_437,4157.0437849999998,2039.21136,2594.4200000000001,0.33078999999999997,0.40610000000000002,,12,10,24,bcu,14.920677339999999,5.4938099999999999
mof_unit_pretest_438,2516.9109749999998,1243.7384999999999,2752.3299999999999,0.37928000000000001,0.4622,SO3H-Cl,3,11,28,pcu,12.400064110000001,4.8878269999999997
mof_unit_pretest_439,2193.107501,1510.87312,0,0.10335,0.090300000000000005,OMe,3,22,22,pcu,29.18416543,7.331271000000001
mof_unit_pretest_440,7330.6386200000006,4257.7667600000004,1004.16,0.21771999999999991,0.22570000000000001,NHMe-Br,4,27,27,acs,22.12528459,5.3399330000000003
mof_unit_pretest_441,1631.9001510000001,1403.6609599999999,0,0.041110000000000001,0.028799999999999999,NO2-OEt,9,22,24,sra,43.969988809999997,8.1238390000000003
mof_unit_pretest_442,715.49514699999997,555.20492000000002,0,0.052900000000000003,0.041099999999999998,Me-Et,3,10,11,pcu,30.608693840000001,7.8860190000000001
mof_unit_pretest_443,4255.6964939999998,3249.9718400000002,0,0.10496999999999999,0.082799999999999999,HCO-NHMe,4,19,22,acs,77.760116699999998,7.9333839999999993
mof_unit_pretest_444,5720.4141890000001,1502.56924,4569.9200000000001,0.55601999999999996,1.2747999999999999,Et-NH2,2,17,29,pcu,10.02415377,4.8409240000000002
mof_unit_pretest_445,2664.9702609999999,1729.6328960000001,1059.47,0.22753000000000001,0.21110000000000001,NH2-Me,10,51,55,etb,14.937761070000001,5.257625
mof_unit_pretest_446,2634.644636,963.65836000000002,3512.4000000000001,0.41060999999999998,0.67610000000000003,NHMe-Et,3,2,16,pcu,7.8496861039999999,5.0746010000000004
mof_unit_pretest_447,3807.4619200000002,4112.3700799999997,0,0.025250000000000002,0.0141,COOH-I,4,17,17,acs,20.559230100000001,9.2800799999999999
mof_unit_pretest_448,1871.771358,1304.78628,0,0.076770000000000005,0.066299999999999998,OPr,9,16,22,sra,62.286367759999997,9.8509639999999994
mof_unit_pretest_449,2555.9232860000002,1198.46684,2306.6700000000001,0.27987000000000001,0.3594,COOH-Pr,1,12,13,pcu,17.384484390000001,5.6585279999999996
mof_unit_pretest_450,2535.7966929999998,1202.27278,2405.96,0.39661000000000002,0.50380000000000003,Ph-Br,3,16,25,pcu,12.48629236,5.4228310000000004
mof_unit_pretest_451,1636.277474,1104.4685199999999,0,0.1203,0.10730000000000001,Pr-H,9,5,16,sra,111.26363729999998,8.8300359999999998
mof_unit_pretest_452,2292.6872619999999,973.53895999999997,2934.21,0.38190999999999992,0.54159999999999997,NH2-H,3,13,17,pcu,11.431015110000001,5.1760519999999994
mof_unit_pretest_453,1729.316221,966.10875999999996,1989.6099999999999,0.27639999999999998,0.2979,Ph-OEt,1,10,16,pcu,12.464893740000001,5.3957579999999998
mof_unit_pretest_454,2018.824267,1071.5413329999999,2214.5700000000002,0.30529000000000001,0.34639999999999999,Cl-F,2,18,24,pcu,14.98191241,5.0446929999999996
mof_unit_pretest_455,1651.3978569999999,1243.47632,545.65999999999997,0.14768999999999999,0.1181,HCO-NH2,4,1,5,acs,28.645431240000001,7.1316979999999992
mof_unit_pretest_456,1088.35357,537.42575999999997,2377.6300000000001,0.32879000000000003,0.40100000000000002,H,2,10,26,pcu,10.165829820000001,4.7011200000000004
mof_unit_pretest_457,2562.2850600000002,1147.71344,3053.73,0.34210000000000002,0.45989999999999998,SO3H-OEt,3,18,19,pcu,12.76631253,5.8902340000000004
mof_unit_pretest_458,1906.313545,1100.1603600000001,0,0.09572,0.099900000000000003,OPr,2,2,5,pcu,57.30015255,8.490905999999999
mof_unit_pretest_459,2416.4300010000002,1275.7696000000001,1712.9200000000001,0.24645,0.28110000000000002,CN-OEt,3,22,28,pcu,20.836169590000001,5.5479010000000004
mof_unit_pretest_460,1249.2087919999999,766.21866,0,0.16561999999999999,0.16259999999999999,H-CN,3,12,16,pcu,28.371616199999998,6.3233499999999996
mof_unit_pretest_461,1804.664448,855.79488000000003,2256.6599999999999,0.32086999999999999,0.40749999999999997,NH2-OEt,2,14,26,pcu,12.54534496,5.5045609999999998
mof_unit_pretest_462,2570.290849,1718.2233289999999,0,0.15412000000000001,0.13880000000000001,H-F,12,9,22,bcu,50.465874900000003,6.951321000000001
mof_unit_pretest_463,1173.618019,1388.95408,0,0.12039,0.0613,SO3H-I,3,1,4,pcu,93.435297689999999,8.787471
mof_unit_pretest_464,3393.4705020000001,2583.313189,814.64999999999998,0.15687000000000001,0.1241,CN-F,2,16,16,pcu,18.021669600000003,6.0701640000000001
mof_unit_pretest_465,1747.0308760000005,1037.5000399999999,1627.99,0.22464000000000001,0.2278,Cl,2,10,29,pcu,60.425563269999998,6.914606
mof_unit_pretest_466,4135.6480529999999,2148.1625560000002,1825.73,0.37811,0.43840000000000001,Cl-NH2,10,54,56,etb,16.220480890000001,5.6441809999999997
mof_unit_pretest_467,6283.104362,2746.14788,2902.8400000000001,0.33876000000000001,0.46679999999999999,Et-SO3H,4,7,27,acs,15.65048015,6.1377269999999999
mof_unit_pretest_468,5184.1265599999997,3620.22388,365.81999999999999,0.1178,0.1016,OPr-I,12,1,24,bcu,47.013938709999998,7.0271280000000003
mof_unit_pretest_469,1245.3995560000001,767.36267999999995,0,0.12933,0.12640000000000001,OPr,3,5,7,pcu,46.48380083,7.3447110000000002
mof_unit_pretest_470,897.14670999999998,609.10314299999993,1036.54,0.18404000000000001,0.16320000000000001,CN-F,3,4,10,pcu,21.789450510000002,6.1773179999999996
mof_unit_pretest_471,1129.5109930000001,815.77232000000004,0,0.10969,0.091499999999999998,Ph,2,1,12,pcu,37.221524389999999,7.7594859999999999
mof_unit_pretest_472,1129.2137990000001,883.22284000000002,0,0.098389999999999894,0.075800000000000006,COOH-NH2,3,1,14,pcu,57.798339990000002,7.7975279999999998
mof_unit_pretest_473,4145.3072600000005,2645.84184,1268.9000000000001,0.2188699999999999,0.20649999999999999,SO3H-H,4,6,17,acs,23.078333740000001,6.07247
mof_unit_pretest_474,1110.4864239999999,919.40521999999999,772.13,0.15557000000000001,0.1132,I,2,14,22,pcu,46.225000919999999,7.639602
mof_unit_pretest_475,2207.7289179999998,1420.7591729999999,0,0.1277299999999999,0.1195,F-OMe,9,18,22,sra,107.8065699,8.6254240000000006
mof_unit_pretest_476,1620.6712259999999,975.48559999999998,1089.8,0.1708599999999999,0.1709,OMe,3,12,17,pcu,27.650369390000002,6.8711589999999996
mof_unit_pretest_477,2011.082071,1175.174659,1871.4200000000001,0.33456999999999998,0.3448,Cl-F,2,14,27,pcu,17.563579709999999,5.5724030000000004
mof_unit_pretest_478,2779.4567790000001,1007.90068,4398.2399999999998,0.42862,0.71179999999999999,Me,2,12,29,pcu,8.8933916839999991,4.2839800000000006
mof_unit_pretest_479,2220.5363470000002,1494.5958000000001,949.67999999999995,0.16832,0.15060000000000001,OH-NH2,9,17,24,sra,23.413359610000001,5.9240149999999998
mof_unit_pretest_480,950.572946,835.41132000000005,478.63,0.10782,0.073899999999999993,COOH,2,1,5,pcu,75.375439409999998,7.877936
mof_unit_pretest_481,1134.467856,823.34534000000008,1154.3299999999999,0.2283,0.18940000000000001,HCO-Br,2,4,14,pcu,15.88127615,6.1783010000000003
mof_unit_pretest_482,2464.378408,1852.8068800000001,0,0.068919999999999995,0.055199999999999999,COOH,9,16,16,sra,75.500168410000001,7.8250250000000001
mof_unit_pretest_483,1410.4159279999999,1260.3578399999999,0,0.02528,0.017000000000000001,NH2-NO2,9,5,2,sra,36.573227019999997,9.2293789999999998
mof_unit_pretest_484,1691.2238649999999,1152.90616,1229.7,0.21995999999999999,0.1943,Cl-OH,3,16,24,pcu,14.64794038,5.5750039999999998
mof_unit_pretest_485,6981.4988000000003,3724.3997060000002,2093.6999999999998,0.34188000000000002,0.38590000000000002,F-SO3H,3,18,18,pcu,21.155894809999999,5.8005490000000002
mof_unit_pretest_486,5098.6482150000002,2140.1949600000003,2565.1300000000001,0.34631999999999991,0.49690000000000001,H-Me,2,18,18,pcu,16.658576740000001,5.2307059999999996
mof_unit_pretest_487,1568.85835,1102.3438599999999,1268.27,0.27543000000000001,0.2361,OH-Br,2,4,18,pcu,18.647606010000001,6.0258779999999996
mof_unit_pretest_488,1317.843631,873.50088200000005,1351.47,0.22925000000000001,0.20830000000000001,F-HCO,2,1,16,pcu,21.367648880000001,5.4812500000000002
mof_unit_pretest_489,1069.822842,1450.4259,0,0.099349999999999994,0.0441,NO2-I,3,1,12,pcu,55.289971860000001,7.5669300000000002
mof_unit_pretest_490,1136.7271029999999,1094.8045999999999,0,0.077679999999999999,0.048599999999999997,Cl-I,2,4,9,pcu,51.44333211,7.8975720000000003
mof_unit_pretest_491,2255.8863900000001,1376.5889099999999,1736.04,0.26471,0.26119999999999999,F,4,4,19,acs,20.693675209999999,5.4039859999999997
mof_unit_pretest_492,1928.1339250000001,811.56524000000002,3424.6900000000001,0.42696999999999991,0.6109,COOH,2,2,5,pcu,12.784750409999999,4.7726870000000003
mof_unit_pretest_493,6290.5499049999999,2525.0306999999998,2884.27,0.45056999999999992,0.67600000000000005,HCO-Cl,9,3,28,sra,16.056162699999998,6.449573
mof_unit_pretest_494,1511.0257939999999,1176.917373,1042.25,0.22228000000000001,0.1719,Br-F,3,14,18,pcu,27.87242826,5.9283539999999997
mof_unit_pretest_495,3094.742295,1405.85184,2350.1500000000001,0.32244,0.42749999999999999,OPr-HCO,3,18,21,pcu,21.435683780000002,5.7624010000000006
mof_unit_pretest_496,5192.2106320000003,3152.6135199999999,1583.3499999999999,0.25925999999999999,0.2571,NH2-Cl,12,4,24,bcu,16.046822559999999,5.5749779999999998
mof_unit_pretest_497,5111.486116,1876.68136,2780.4499999999998,0.38674999999999998,0.63439999999999996,OPr-NHMe,3,18,28,pcu,13.62404036,5.5150930000000002
mof_unit_pretest_498,1123.9512299999999,629.52112,1691.46,0.26878000000000002,0.28899999999999998,OH,2,4,4,pcu,14.52920759,5.8260239999999994
mof_unit_pretest_499,1311.221843,823.48220000000003,850.69000000000005,0.13597999999999999,0.13039999999999999,Me-NHMe,3,10,27,pcu,38.344030969999999,7.5256550000000004
mof_unit_pretest_500,5323.1672840000001,2145.3604,2464.8800000000001,0.39288000000000001,0.58709999999999996,OMe,9,18,28,sra,45.397092370000003,7.3589509999999994
mof_unit_pretest_501,1678.2203780000002,1365.92408,158.08000000000001,0.05586,0.041300000000000003,Et-NH2,9,4,22,sra,36.123070849999998,7.8426609999999997
mof_unit_pretest_502,1536.1321,859.86794000000009,1189.5699999999999,0.1930599999999999,0.2077,Me-H,2,16,24,pcu,16.712800080000001,6.1689680000000005
mof_unit_pretest_503,2274.5538969999998,1546.8268,0,0.10371,0.091800000000000007,Pr,3,14,14,pcu,70.592615350000003,8.5493410000000001
mof_unit_pretest_504,1319.359612,750.10001999999997,1586.7,0.2366,0.25059999999999999,Cl-Et,2,4,16,pcu,16.63486455,5.892601
